Exports to Country (Unit: US$ Thousand),總計,亞洲,中國大陸,香港,日本,韓國,新加坡,馬來西亞,印尼,越南,泰國,菲律賓,印度,孟加拉,巴基斯坦,澳門,亞塞拜然,柬埔寨,斯里蘭卡,緬甸,不丹,汶萊,尼泊爾,寮國,北韓,哈薩克,烏茲別克,喬治亞,亞美尼亞,土庫曼,塔吉克,吉爾吉斯,中東,沙烏地阿拉伯,科威特,阿拉伯聯合大公國,伊朗,伊拉克,土耳其,卡達,阿曼,以色列,巴林,阿富汗,塞普勒斯,約旦,黎巴嫩,敘利亞,葉門,歐洲,德國,荷蘭,英國,義大利,法國,俄羅斯,西班牙,瑞士,比利時,芬蘭,瑞典,奧地利,波蘭,丹麥,愛爾蘭,匈牙利,葡萄牙,捷克,挪威,斯洛伐克,烏克蘭,希臘,阿爾巴尼亞,保加利亞,教廷,冰島,盧森堡,馬爾他,摩納哥,羅馬尼亞,塞爾維亞,蒙特內哥羅,馬其頓,波士尼亞與赫塞哥維納,克羅埃西亞,斯洛維尼亞,白俄羅斯,摩爾多瓦,立陶宛,愛沙尼亞,拉脫維亞,北美洲,美國,加拿大,中美洲,墨西哥,巴拿馬,哥斯大黎加,巴貝多,巴哈馬,安圭拉,安地卡及巴布達,貝里斯,多明尼克,多明尼加,薩爾瓦多,瓜地馬拉,格瑞那達,海地,宏都拉斯,牙買加,蒙瑟拉特,尼加拉瓜,玻多黎各,聖露西亞,聖文森,千里達及托巴哥,聖克里斯多福及尼維斯,古巴,南美洲,巴西,智利,秘魯,阿根廷,哥倫比亞,玻利維亞,厄瓜多,圭亞那(法屬),蓋亞那,巴拉圭,蘇利南,烏拉圭,委內瑞拉,大洋洲,澳大利亞,紐西蘭,薩摩亞(美屬),斐濟,吉里巴斯,馬爾地夫,諾魯,巴布亞新幾內亞,紐克里多尼亞,萬那杜,所羅門島,大溪地,東加,吐瓦魯,薩摩亞,非洲,南非,安哥拉,赤道幾內亞,剛果,奈及利亞,埃及,賴比瑞亞,阿爾及利亞,波札那,蒲隆地,維德角,喀麥隆,中非共和國,查德,剛果民主共和國,葛摩,貝南,衣索比亞,厄利垂亞,吉布地,加彭,甘比亞,迦納,幾內亞,幾內亞比索,象牙海岸,肯亞,賴索托,利比亞,馬達加斯加,馬拉威,馬利,茅利塔尼亞,摩洛哥,模里西斯,莫三比克,納米比亞,尼日,盧安達,辛巴威,聖多美普林西比,塞內加爾,獅子山,索馬利亞,蘇丹,史瓦帝尼,坦尚尼亞,多哥,突尼西亞,烏干達,布吉那法索,尚比亞
2002年10月,11921957,6969204,1095358,2933269,1013343,316537,411458,269928,141578,225622,205066,170933,60165,29114,15855,24171,31,18618,21505,12893,0,864,258,180,775,923,216,132,50,0,0,0,201074,26390,7454,62981,16412,113,37379,1077,1014,21339,1634,7,2454,9984,3527,8154,1155,1732242,367743,357366,256412,114648,99439,24203,59077,23004,56650,37963,31856,38804,19492,26217,59594,23073,11206,20136,10722,1845,5651,9157,7,2075,2,236,59171,1453,171,3210,0,0,125,47,2114,2789,289,158,2276,1231,1502,2377643,2234375,143259,174449,76958,8840,5822,129,76,0,17,1708,56,6634,6385,8807,35,631,4536,1388,0,3169,4886,24,8,2399,0,1610,92095,34560,15678,8631,5111,9750,310,4942,26,288,2705,330,1783,7952,186014,152820,22039,936,1784,89,118,1,453,186,6,81,154,131,0,527,105620,45137,535,0,182,11690,17394,30,1845,91,0,25,1300,0,0,39,0,401,82,0,466,72,0,1016,183,0,1014,2513,5893,1274,810,663,8,22,3403,2373,79,83,542,43,523,0,314,155,0,884,1783,368,336,998,8,8,637
2002年11月,12356730,7107707,1153946,2920210,1059090,382793,406783,272996,102285,245239,201030,179636,52057,29685,16278,31963,58,16295,22019,10915,0,928,101,81,1291,533,861,122,139,4,0,0,205098,27224,8794,60405,16752,0,41393,1648,1176,22804,1050,0,1975,10239,2621,8228,788,1813957,379209,367645,263539,110030,128040,20863,73517,30930,54235,35698,30259,36827,16525,27933,46040,16945,16579,32941,9969,1977,5155,10706,18,2681,0,230,77600,1496,78,4044,0,0,173,54,1813,2552,867,104,2397,1525,1545,2576880,2449129,127715,135083,84180,6097,5966,160,119,0,0,426,41,5808,5456,6698,0,543,4295,1350,0,3081,4638,9,31,1684,7,976,89291,37116,13120,11635,5452,9379,366,4612,26,59,1893,324,1952,3341,191012,160099,19896,2631,664,58,89,0,1424,285,0,69,145,432,0,168,105125,43057,48,0,36,12192,18805,26,2470,5,0,0,645,0,8,12,0,81,164,0,645,122,74,665,240,0,1288,2191,5135,1334,1879,946,33,0,3321,2400,90,11,0,14,393,0,665,136,0,921,1515,740,279,1594,77,3,144
2002年12月,12198581,7227631,1278027,2884050,1045234,384269,443309,261635,128643,261718,199375,163773,62845,25880,16498,21695,40,13607,21604,10361,0,1357,164,18,1556,1442,211,11,32,0,0,3,213079,28587,6511,63711,18639,0,37473,2217,853,25004,1134,0,2656,8684,3834,12118,1659,1791982,398271,319873,263564,124700,93065,24109,69526,30510,63653,34303,37423,32691,22134,30615,46940,24216,14899,33613,13536,1909,4886,13477,10,2950,7,277,67711,3814,70,4965,0,0,604,61,2831,2496,390,157,2483,1396,2227,2356435,2231952,124389,170118,79209,8614,5098,237,65,0,3,891,60,6654,4771,5072,5,515,2817,1862,15,3258,4785,89,12,2339,9,1325,91219,33255,13920,9815,6452,11567,163,5145,0,0,1496,167,3780,5460,155210,122953,19187,295,697,55,172,0,653,167,5739,123,87,79,0,257,101124,40410,229,64,24,13857,19698,84,1904,72,0,0,117,9,0,36,0,256,100,1,760,52,32,1933,788,0,508,3445,2338,1249,984,596,2,105,4413,1855,54,45,6,1,527,0,223,41,0,483,666,205,203,1606,137,10,257
2003年,151334450,91685401,23209786,30982417,12477122,4740914,5316367,3187443,1536100,2697520,2658684,2516509,790886,399099,233023,304355,733,208359,262882,113609,30,12273,2604,1495,14800,7658,6352,964,1729,35,107,55,2767342,363637,81896,792695,256343,522,605999,13363,13857,304330,18745,62,30300,125735,44143,98633,17081,20765156,4284076,4221229,2929826,1470212,1272640,305147,806391,309151,748282,485113,372498,335614,218232,375501,492690,246911,121481,280255,137693,24730,88814,156481,441,57749,23,3412,774574,23297,518,53596,0,0,2772,1086,28164,36645,4611,1180,31991,19353,27249,28054518,26571270,1481746,1694203,892417,121069,47108,3110,52504,0,49,6042,1224,56802,74527,92105,352,6711,37119,14104,0,39267,53272,479,258,29084,262,19600,1198363,457957,181871,115663,115952,128464,1971,67574,158,1873,26561,3513,48060,48386,2472988,1905387,299527,17577,9010,828,1393,110,7071,4765,73083,1827,1091,779,9,6838,1384965,558096,11419,107,1254,177919,192653,915,27631,1939,62,659,4725,226,76,1676,11,3138,5063,113,14332,822,975,16186,3042,26,10611,39621,75163,13065,25392,5895,81,626,56724,30178,2260,2764,563,102,6442,59,4905,1263,134,8469,29619,8089,4108,24916,1320,228,2389
2003年1月,10519126,6221930,1121712,2439190,934039,348571,336700,214258,108807,172683,194850,178452,55175,20717,18437,31865,18,14684,19006,8705,1,798,287,87,1633,639,353,26,32,0,7,3,188872,26787,5328,56143,20834,0,34209,1612,1086,19596,2994,1,2158,7964,2608,6424,1129,1424245,336712,230399,198178,103418,83953,21281,61380,23568,54554,31447,31775,26448,15604,24408,36479,15663,9852,25993,12766,1158,4340,11983,4,1698,0,222,44571,2020,66,4298,0,0,205,256,1860,1779,263,100,1652,1271,1671,2106930,1992403,114509,136153,57734,5851,4331,258,111,0,2,297,57,2968,4172,5033,0,285,3863,742,0,2324,4581,59,50,1347,0,1487,73034,30366,11800,6637,4994,9417,134,5062,0,148,731,170,1824,1712,180097,147118,25854,126,596,33,105,0,663,162,1,10,72,72,0,348,98181,40389,168,0,64,15870,15027,33,1625,0,56,3,195,4,10,1,0,811,621,0,1274,39,53,1026,712,0,288,2881,2290,583,928,366,0,11,5000,1859,69,0,168,39,179,0,357,59,0,212,1531,678,233,1945,128,0,79
2003年2月,10210172,6008384,1080127,2272767,933410,367809,359329,208599,92604,158570,184266,192059,56709,27515,16387,18568,12,11537,15642,8119,0,624,196,14,2504,323,340,33,137,0,0,0,163087,19279,7167,42485,18189,0,37790,1066,791,17954,1409,0,1731,6836,2546,5300,543,1500993,358530,241471,206632,106584,81103,21411,54227,24357,52537,38648,26428,20787,14024,23680,40535,18588,8440,26944,12922,1739,4734,9530,26,2364,0,231,86946,1780,129,3469,0,0,765,8,2069,2330,417,43,2123,1089,1791,1974723,1870111,104593,134447,61214,5493,2594,437,81,0,0,577,328,3594,3393,3489,52,215,2104,817,0,1973,3705,5,15,1419,0,1075,76221,33794,10293,6359,6502,8208,161,5606,0,35,1374,146,2481,1250,151245,118798,14331,3228,446,153,61,0,752,195,5764,0,63,0,0,1228,83231,32583,163,0,8,12450,12364,94,1480,1,0,29,323,0,0,19,0,698,212,0,1317,51,38,744,322,3,712,2633,3300,915,1664,271,25,0,2597,1595,295,252,0,0,210,0,71,77,3,693,1529,556,542,1810,149,13,72
2003年3月,13244704,8076213,1513385,3165575,1127384,445334,450160,272597,150447,256938,254272,224238,64623,39604,20349,32573,40,18199,24300,12044,2,760,385,192,1104,509,372,182,476,2,0,0,217189,31059,6853,60537,18604,28,43522,1327,1491,25213,1948,0,2838,11978,4064,6237,1490,1789611,364015,346571,258654,136631,93145,26080,67574,33106,70759,38855,32413,31878,17991,30140,47737,22899,10065,19666,16632,1936,8496,14110,18,4800,0,492,74149,1398,75,5470,0,0,88,49,3523,2513,677,80,2171,1183,2141,2458282,2320969,137288,168283,77442,7995,4096,158,25585,0,0,293,78,5998,5699,13987,35,756,4718,1529,0,3663,5353,5,0,2254,7,2048,91197,32773,13906,9344,7764,10515,177,6140,0,304,1813,307,4506,3616,192310,144159,20144,2383,871,35,109,0,687,160,7355,21,78,94,0,262,130227,54381,187,0,28,17634,16631,84,2601,73,0,10,417,19,0,376,0,229,41,0,1077,59,67,1442,204,0,680,3224,8658,1913,2985,440,0,25,4159,4101,272,604,0,44,836,11,555,42,0,502,2950,560,262,1318,44,2,75
2003年4月,12093752,7167169,1402444,2739197,986258,384222,401605,255351,130669,230846,207136,214638,58250,44726,16719,34175,41,18645,24672,13281,0,1186,321,147,1283,514,249,244,329,0,0,0,203979,25189,6867,53731,19908,94,43280,920,1162,26249,981,0,2890,13243,3434,4939,1093,1660508,343487,294264,250639,137236,89012,25436,70235,23354,65704,35742,32726,25854,15913,33251,37989,23672,11242,16110,12694,2251,6420,13765,31,4074,0,367,68726,1375,51,5027,0,0,175,121,2599,2766,321,155,2412,1493,2738,2364703,2236754,127894,143983,78013,10972,4585,160,52,0,14,1090,25,5377,7262,7296,38,1409,4213,1475,0,3813,5172,93,0,4434,1,1591,91283,36981,14778,7943,7931,10726,249,4851,0,82,1471,257,3133,2857,202950,160355,28636,4466,832,65,84,0,568,277,0,57,212,65,0,820,123612,47848,29,0,181,15223,16100,135,3044,129,0,1,148,0,7,54,0,257,183,1,1868,80,57,1543,231,0,777,4501,8306,1267,3379,950,0,0,4505,2841,66,209,0,1,747,0,148,456,5,469,4643,333,406,1799,150,6,145
2003年5月,11745597,7148454,1747356,2379698,1033838,356266,400129,269520,126750,236136,213540,177454,57221,38863,18310,29836,39,17880,25213,15143,0,939,159,88,2040,355,1469,64,120,5,0,0,219081,31177,5104,70823,20249,0,39909,1058,830,23760,1379,0,2198,13223,2792,5626,952,1524052,302389,292933,216416,123706,86520,22929,68376,22286,60977,33482,30491,25841,12976,30159,30103,16438,8483,18339,10437,1417,6853,14270,33,5042,0,466,63729,1253,12,3853,0,0,88,69,2021,3267,284,51,2295,1534,1770,2219369,2099195,119242,132665,71950,9960,4739,379,235,0,0,706,64,6409,6420,7311,17,401,3741,1437,0,3444,4161,31,29,1547,1,1440,89533,33738,15442,7606,9159,10448,80,5467,23,132,1611,103,3031,2662,176428,125060,37268,931,1049,85,51,0,475,190,5793,120,92,76,0,316,120241,45403,35,22,72,15674,18121,213,1937,94,0,20,150,10,24,181,0,192,339,20,1648,129,23,1343,153,0,878,4096,7322,1378,2682,401,0,150,4385,2291,143,202,0,1,456,0,878,3,0,744,2855,362,285,3830,73,0,181
2003年6月,12153952,7304509,1831266,2340245,1086806,388060,420571,258423,141896,228372,217780,181292,60294,40507,19796,23871,51,23747,24676,12983,4,1466,132,98,1380,390,162,63,91,0,0,32,254027,35573,7103,80597,19919,0,55756,854,1257,24695,1088,59,2341,11301,3665,8394,1425,1643543,296749,309681,231125,125327,175342,25733,76018,20569,60768,37269,27048,26185,15022,31628,34277,22231,8112,18497,8675,2753,7151,13142,18,6271,0,171,46492,1456,55,3489,0,0,92,56,1532,2944,174,55,2868,1636,1890,2291349,2176339,114973,125691,67628,12024,4033,319,36,0,2,866,50,5331,5183,6771,82,895,2767,1516,0,3878,4234,15,22,2322,0,1505,102389,37644,15735,8837,9831,11147,106,6901,0,193,2316,371,4107,5145,208775,173119,27641,133,974,121,81,0,619,1063,4,21,53,78,0,260,107932,38285,120,8,66,15442,16925,86,1900,356,0,10,371,0,0,1,0,241,388,2,1355,70,78,1689,242,0,1729,2493,5413,1457,1755,307,0,67,6854,1806,258,320,0,1,645,0,316,1,0,713,2134,950,158,2045,39,59,381
2003年7月,12216066,7358822,1975017,2340838,1032329,357103,495266,258993,123177,183360,214953,192217,63519,31232,18601,20357,12,16527,23621,7880,0,1033,147,130,1309,790,335,20,15,9,0,0,239559,37412,6691,63824,24225,4,48824,1122,1247,25846,1183,1,2540,10258,3936,11137,1309,1539520,306122,310413,238880,83369,117773,26520,61449,23968,57404,37059,29416,21802,16373,27552,35932,15465,9933,21739,8966,1455,8266,11714,11,5279,0,173,43622,1207,34,4068,0,0,386,48,2114,2534,294,126,3057,1281,2767,2409817,2287777,122040,140930,77887,10045,3341,386,73,0,15,510,240,5823,14604,6490,41,854,2495,1028,0,2190,3625,40,44,2762,0,1893,108023,39812,14751,15960,9676,10468,139,5917,62,164,2119,693,4094,4153,217717,161200,26136,423,699,47,140,0,625,923,21821,23,88,68,9,204,113968,49206,198,0,1,15930,15027,49,2611,162,0,3,383,0,0,2,11,146,259,0,591,1,301,1610,465,0,981,3110,5004,915,1706,388,0,50,5667,1377,142,271,1,0,671,0,484,45,0,1210,1409,378,317,1945,251,0,233
2003年8月,12960902,7969686,2290110,2559497,990454,413031,449445,283060,123343,208763,228489,243246,71336,30034,19069,18356,26,13398,19307,4830,0,1282,309,95,723,805,259,169,101,5,0,3,241630,30247,7223,69310,18636,6,56269,1075,1446,25585,1945,0,2308,11634,3490,10722,1735,1662753,354242,367090,246673,113542,84493,27605,62454,22252,54291,45198,28460,32857,19161,30050,38427,18445,10780,20743,8901,1852,7963,11061,20,5100,0,199,33435,1459,10,4111,0,0,203,41,1781,2412,312,84,2724,1463,2081,2383167,2265709,117267,140452,79289,13446,3958,180,90,0,0,442,145,4571,4874,9122,4,441,2797,1086,0,3565,3546,59,0,3276,0,3078,112065,36021,17935,16062,8801,12516,216,6194,26,127,3572,164,5220,5197,228423,166095,20384,862,795,9,168,0,450,291,32,1,32,65,0,296,122383,50408,284,23,179,16841,17118,73,3436,175,0,551,245,2,0,324,0,115,550,0,2234,73,109,1362,63,16,1108,2877,5010,1336,1143,533,0,4,3196,3719,248,112,387,0,426,41,495,299,0,564,2618,650,174,2412,32,36,104
2003年9月,13242064,8047608,2370680,2544509,1012882,393752,473419,273584,135052,213550,213251,213492,81485,31509,19441,20422,310,17722,21863,5750,12,1064,214,185,1080,749,889,54,248,13,0,0,251085,33176,7086,66996,19844,245,60222,1787,1168,28507,1581,0,2368,9791,4014,11818,2482,1753073,357389,395230,263144,114206,94634,28384,61281,22880,62054,45400,27387,27194,21153,24918,41072,18892,9061,23698,10290,1851,10085,12247,9,5803,0,292,53475,1560,24,4777,0,0,347,101,1905,3758,427,128,2482,1520,2912,2470626,2346856,123706,162147,80769,13219,3617,275,25749,0,0,268,104,4546,6170,6339,15,385,2451,1216,0,4396,4672,71,0,2410,8,1098,109432,41447,16315,9244,10799,11955,120,5638,0,278,3136,377,5786,4324,221070,182452,21396,970,565,6,217,68,716,259,6845,18,134,76,0,2357,131495,53872,9639,53,375,14488,16287,35,2291,218,6,11,299,0,8,249,0,145,1409,9,778,92,91,1732,27,7,936,3504,6114,997,2078,824,9,115,4205,2700,237,208,0,0,390,2,198,65,0,445,2112,2155,179,1326,19,0,104
2003年10月,13714892,8405204,2432734,2689710,1077163,399413,473549,294748,141879,254344,239731,204515,68752,31448,20461,25596,66,18865,22159,6951,0,863,128,167,275,643,785,17,74,0,0,0,251868,30648,7864,73274,23002,81,64486,710,1225,25114,1638,1,2672,11740,2855,5838,720,1919709,413190,437415,252155,131775,110796,28728,56016,30635,58945,46715,32236,27017,20036,29752,44632,21694,11087,35080,9830,2184,10864,14043,125,5968,0,256,67332,1819,52,4057,0,0,111,118,2461,2850,510,108,3016,2095,3011,2423486,2296672,126762,126908,74237,10635,3356,151,94,0,1,339,70,4993,5796,6713,31,434,2833,1225,0,3385,4091,5,30,2352,2,1781,114223,48629,14611,8527,13097,9727,349,4752,46,50,3259,408,6028,4670,249897,171604,27178,1766,712,46,49,9,655,242,6915,25,106,95,0,337,121323,50566,231,0,86,11914,16539,2,2066,157,0,22,1401,191,0,111,0,75,261,57,621,74,18,1133,269,0,825,3980,9573,727,3123,562,1,68,4285,3109,74,113,0,0,653,0,827,22,0,917,2634,719,303,1750,7,12,96
2003年11月,14501431,8995745,2719190,2802027,1117952,450838,505853,293340,126309,281271,247327,256861,67089,29856,20908,25096,55,19788,19184,9090,0,1064,149,141,1066,738,281,61,58,0,100,16,262175,32258,6539,76181,26527,48,60878,798,1077,28935,1227,0,3266,9938,4262,8786,1453,2169913,422396,514098,285376,137599,126292,27057,80959,35106,67963,50739,32572,39015,21728,40774,49435,25918,11819,30682,10756,3156,6500,13772,19,7335,0,235,100842,4724,8,4921,0,0,157,145,3163,5226,500,93,3188,2253,1888,2386466,2261049,125321,132081,80167,7584,3868,194,172,0,14,340,17,3447,6489,8925,2,285,2490,901,0,3499,4567,53,35,3267,0,1174,102612,37378,13365,9279,14330,10292,86,4843,0,92,2444,214,3773,6513,231683,190873,30165,1567,510,106,199,33,419,849,7,1529,93,50,0,240,109503,43879,285,0,108,11688,14491,69,2307,265,0,0,311,0,0,263,0,121,437,0,640,3,84,1129,158,0,1000,3714,7019,494,1959,471,1,22,5720,2156,277,171,6,0,646,4,208,48,126,632,2775,309,836,2647,405,47,677
2003年12月,14731792,8981677,2725765,2709164,1144606,436516,550341,304970,135167,272687,243089,238045,86434,33089,24547,23640,65,17370,23239,8833,11,1195,177,151,403,1202,858,32,49,0,0,1,274789,30835,8072,78792,26405,16,60855,1033,1076,32878,1373,0,2991,7828,6475,13411,2748,2177235,428856,481664,281954,156820,129577,23982,86423,27070,82326,44558,41544,30737,28251,49188,56072,27005,12607,22765,14824,2978,7144,16844,128,4015,23,308,91255,3245,4,6056,0,0,156,76,3136,4266,431,157,4004,2533,2588,2565599,2417437,148151,150462,86088,13844,4590,212,227,0,0,313,46,3744,4465,10630,36,351,2646,1131,0,3138,5563,44,34,1695,243,1430,128351,49374,22939,9863,13067,13044,156,6202,0,267,2715,305,4078,6286,212395,164554,20395,722,962,124,131,0,442,154,18547,0,69,40,0,170,122868,51276,80,0,87,14764,18022,43,2334,311,0,0,481,0,26,96,0,110,362,25,928,151,58,1431,196,0,696,2607,7153,1081,1989,381,45,112,6153,2624,179,302,0,16,583,0,368,146,0,1370,2429,439,412,2089,22,53,241
2004年,183631186,116166089,36722825,33068466,13950903,5689046,6810815,4244648,1914124,3480959,3363915,4062757,1117495,448820,307388,319094,1211,273135,266060,69341,8,15193,2937,2649,15602,9595,3919,1807,1923,54,34,254,3751093,433219,99644,1135054,341091,603,963236,16450,12460,387080,17160,341,31775,130427,55810,105291,21452,23820130,4611912,4809509,3427017,1740679,1593828,437620,976790,341361,973904,613948,449557,348604,257129,590260,556991,263451,154878,194097,149537,78589,95972,195940,825,52005,39,4536,488827,25834,171,82883,0,0,2293,1333,32613,47320,6777,1565,67664,80592,34543,30460174,28809375,1650396,1801813,987078,246667,51437,4474,2300,1,1097,6251,1509,67195,58719,111284,321,5216,33211,16356,41,41240,50379,625,393,34850,338,13472,1613498,718197,205271,113434,152781,167181,2096,67060,249,2862,44114,4302,41818,93757,2906158,2292384,412215,14858,9267,562,1650,131,7439,3310,50636,429,1232,844,43,9397,1549653,669584,2210,119,1469,163079,234720,907,36991,6969,360,110,4252,29,69,2496,0,3019,2422,858,9753,775,1190,22398,2178,2,8851,50762,78588,16183,26499,7600,678,569,55083,26429,3684,2818,254,45,6844,41,4717,1293,236,15343,28679,7107,4768,22575,1169,883,3652
2004年1月,12448066,7749220,2336766,2235722,1054710,393160,496020,261532,115641,172682,223245,279571,64129,36875,22966,15647,145,13851,17963,4879,1,570,128,53,1745,694,174,119,93,0,0,2,257741,30731,6800,79976,24028,83,62560,1013,696,27902,1059,0,2593,7776,3384,7968,1172,1748224,379359,358563,219918,122275,112454,23431,59946,26098,77498,44284,33036,23155,20543,41917,37443,19650,10041,19795,13701,2452,6075,14433,32,2149,37,301,55123,3503,0,5473,0,0,171,109,1973,2912,318,217,4353,2421,1631,2047946,1930117,117826,136045,68442,29971,3395,240,85,0,38,391,15,4195,3988,5162,8,515,1840,779,2,2730,3714,7,0,2285,16,1763,105886,39942,22591,8284,10277,9330,89,4743,9,115,1340,316,3272,5535,213478,185346,19099,257,962,0,237,0,349,218,5,35,112,82,0,489,107235,44879,158,21,147,12027,16741,125,3144,123,0,4,275,0,0,226,0,256,246,8,1626,86,64,2009,140,0,1025,3457,3737,967,2320,474,28,240,4733,1074,32,85,0,0,472,0,589,157,3,440,1540,189,224,1991,45,46,158
2004年2月,13894179,9038691,2783133,2681253,1099591,445743,609816,312459,130083,224382,278720,290830,72410,24120,21517,22147,135,16681,17324,4732,0,709,234,66,1221,677,378,80,101,10,0,17,252849,23979,5771,72186,20641,29,74338,834,910,30905,1195,1,2781,8372,4216,5297,1394,1922272,392014,399316,232967,142943,126976,26914,81431,29588,74119,44334,36193,35124,18095,49048,52807,23340,12792,12355,15085,2424,7609,15253,15,3576,0,663,50447,1596,15,9759,0,0,84,82,3051,4851,375,47,4649,2438,2659,2034376,1922261,112085,127045,62371,29336,3753,107,41,0,0,488,45,2977,2964,4186,38,191,2025,1251,0,2396,3573,59,23,2296,12,1098,93322,40472,10752,7270,9673,10839,196,3784,0,120,1876,188,2647,5468,175435,138144,18086,463,452,26,18,0,307,259,12463,32,18,30,0,1051,106031,40138,141,55,114,13813,14126,33,2324,561,0,2,227,0,0,64,0,121,301,0,696,69,16,1018,210,0,736,3877,6699,2278,2184,634,13,0,5954,1243,201,149,105,0,615,11,283,22,161,803,1840,315,319,3033,27,77,156
2004年3月,15529974,9621374,2906081,2827203,1180322,445066,559804,343401,162725,286918,289639,366183,100211,47928,23602,26812,282,21396,22423,6770,0,1739,330,283,343,577,525,68,632,0,0,0,329366,38986,9700,91144,24052,27,85581,1505,1140,40431,1961,5,2754,12363,5674,12619,1425,2183314,443830,466102,296848,164849,130785,34486,84664,32209,90388,54930,42614,32447,23624,64877,47049,27077,13115,17163,15366,2544,8616,18979,37,4488,0,430,34647,2323,0,4853,0,0,107,207,2177,5488,724,106,5564,5004,3128,2613189,2473595,139593,149656,93188,9902,4416,279,145,1,0,375,65,4581,4238,7404,1,112,2497,1256,0,4465,4735,62,0,2508,19,1426,138894,57517,16330,12998,12331,14897,302,6664,0,559,4436,349,5251,7176,240996,207380,22743,2035,1085,15,128,0,986,329,6,0,171,103,27,378,144833,64356,187,0,72,15668,18815,36,4128,646,0,4,258,0,0,274,0,556,143,5,641,103,86,1723,94,0,509,5496,9451,1238,2314,533,0,59,5553,2447,191,209,2,1,535,4,139,102,2,686,2757,441,396,2793,81,119,171
2004年4月,14824711,9547517,2926377,2794968,1122685,490143,503595,348984,168770,335011,275476,344308,82215,38191,28259,29250,25,23202,24400,7422,0,958,208,167,1277,562,258,271,261,13,0,100,310405,38125,7298,90752,27680,47,79949,1284,782,31212,1097,1,2415,14278,5192,8723,1570,1874024,353688,366800,269509,144472,124908,38690,76335,24500,77689,53360,35718,35582,20621,51028,46674,18538,13729,13851,13315,3202,8128,17896,47,4828,0,272,35207,2436,6,5166,0,0,66,36,1736,3423,597,153,4635,3614,2655,2310170,2170631,139512,172415,91465,10761,3843,481,168,0,0,489,102,4388,3930,32742,14,709,2501,1313,0,3917,3987,30,79,2907,19,1192,116415,46346,17173,8062,14194,13298,154,4457,62,154,1994,321,3327,6865,236084,172835,50547,3795,591,82,102,4,781,146,0,50,98,10,0,546,126132,47374,34,32,106,12663,20116,91,2747,595,0,1,665,0,25,54,0,223,635,28,904,123,105,1412,1,1,811,5277,8658,1711,1911,533,0,61,4391,2283,83,1008,0,9,494,0,524,111,0,1841,3746,304,785,2310,55,284,362
2004年5月,16536549,10588476,3357382,3079961,1221843,531278,575867,376379,189442,339878,317980,323028,95894,52032,25220,31858,48,28986,30106,6855,0,1758,324,77,933,600,327,229,124,0,0,1,333307,40224,10186,106315,22940,44,79954,1467,1306,31251,2007,128,2669,15710,5926,10299,2880,2065458,354741,433736,293715,179179,135909,33220,97781,31762,85314,53076,37171,33791,20794,52043,51724,22182,12061,11224,12648,3146,7564,19657,59,4013,0,275,42913,4065,8,5560,0,0,52,106,3792,5012,570,99,6326,3399,2833,2742624,2593327,149251,154156,89942,14359,4677,371,386,0,5,622,177,7517,4322,7591,30,492,2793,1259,0,3559,3935,80,15,2764,9,1125,144205,65878,14648,9027,19495,14378,182,4928,0,234,4010,420,3388,7594,241952,192318,25348,1377,730,20,91,5,564,465,13240,14,95,103,0,1199,137809,54936,161,0,128,14224,23043,227,4261,293,0,38,319,4,32,147,0,95,94,60,1052,53,179,1467,544,2,717,4346,7519,1250,2463,867,2,33,5405,2261,266,309,13,1,619,0,490,7,0,1909,3595,571,801,2095,37,35,357
